Problem Number;Problem Sub Status;Problem Change Date+Time;Problem Status
1-687129760;In Progress;2012-02-27T10:20:08+01:00;Accepted
1-687129760;Closed;2012-02-27T10:21:48+01:00;Completed
1-687133944;In Progress;2012-02-23T20:02:43+01:00;Accepted
1-687133944;Closed;2012-02-29T17:00:26+01:00;Completed
1-687309895;In Progress;2012-02-24T05:09:17+01:00;Accepted
1-687309895;Closed;2012-04-27T05:09:05+01:00;Completed
1-687587336;In Progress;2012-02-24T15:06:27+01:00;Accepted
1-687587336;Closed;2012-03-29T13:20:18+01:00;Completed
1-687589251;In Progress;2012-02-24T14:41:30+01:00;Accepted
1-687589251;Awaiting Assignment;2012-02-24T14:44:02+01:00;Queued
1-687589251;Awaiting Assignment;2012-03-09T10:33:06+01:00;Queued
1-687589251;In Progress;2012-03-09T10:38:32+01:00;Accepted
1-687589251;Awaiting Assignment;2012-03-09T11:33:30+01:00;Queued
1-687589251;In Progress;2012-03-09T11:33:35+01:00;Accepted
1-687589251;Awaiting Assignment;2012-03-09T11:34:00+01:00;Queued
1-687589251;In Progress;2012-03-13T11:42:39+01:00;Accepted
1-687589251;Awaiting Assignment;2012-03-27T15:51:19+01:00;Queued
1-687589251;In Progress;2012-03-27T15:59:20+01:00;Accepted
1-687589251;Awaiting Assignment;2012-03-27T16:14:38+01:00;Queued
1-687589251;In Progress;2012-04-16T10:31:48+01:00;Accepted
1-687589251;Closed;2012-04-16T10:35:22+01:00;Completed
1-687649700;In Progress;2012-02-24T16:48:59+01:00;Accepted
1-687649700;Assigned;2012-03-02T09:10:12+01:00;Accepted
1-687649700;Closed;2012-03-02T09:58:21+01:00;Completed
1-687668119;In Progress;2012-02-24T20:40:56+01:00;Accepted
1-687668119;Awaiting Assignment;2012-02-24T20:43:27+01:00;Queued
1-687668119;In Progress;2012-02-28T16:33:44+01:00;Accepted
1-687668119;Assigned;2012-02-28T16:34:51+01:00;Accepted
1-687668119;Wait;2012-03-14T14:29:52+01:00;Accepted
1-687668119;Closed;2012-03-14T14:31:01+01:00;Completed
1-687830906;In Progress;2012-02-26T00:40:53+01:00;Accepted
1-687830906;Closed;2012-02-26T01:36:37+01:00;Completed
1-688280019;In Progress;2012-02-27T05:12:13+01:00;Accepted
1-688280019;In Progress;2012-02-28T08:58:14+01:00;Accepted
1-688280019;Awaiting Assignment;2012-02-28T09:00:16+01:00;Queued
1-688280019;In Progress;2012-03-05T09:35:59+01:00;Accepted
1-688280019;Wait;2012-03-05T09:36:52+01:00;Accepted
1-688280019;In Progress;2012-03-14T13:31:28+01:00;Accepted
1-688280019;Closed;2012-03-14T13:33:47+01:00;Completed
1-688342754;In Progress;2012-02-27T07:11:58+01:00;Accepted
1-688342754;Assigned;2012-02-27T07:12:24+01:00;Accepted
1-688342754;Wait;2012-02-27T09:14:07+01:00;Accepted
1-688342754;Closed;2012-04-10T03:46:55+01:00;Completed
1-688380091;In Progress;2012-02-27T07:50:38+01:00;Accepted
1-688380091;Wait;2012-04-11T12:02:17+01:00;Accepted
1-688380091;Awaiting Assignment;2012-04-12T05:16:41+01:00;Queued
1-688380091;In Progress;2012-04-19T07:51:46+01:00;Accepted
1-688380091;Wait;2012-04-19T07:54:32+01:00;Accepted
1-688380091;In Progress;2012-04-19T08:10:47+01:00;Accepted
1-688380091;Wait;2012-04-19T08:17:17+01:00;Accepted
1-688380091;Assigned;2012-04-23T08:14:54+01:00;Accepted
1-688380091;Closed;2012-05-17T17:05:32+01:00;Completed
1-688491391;In Progress;2012-02-27T10:54:31+01:00;Accepted
1-688491391;Closed;2012-03-01T10:26:48+01:00;Completed
1-688509388;In Progress;2012-02-27T14:04:57+01:00;Accepted
1-688509388;In Progress;2012-02-28T09:53:17+01:00;Accepted
1-688509388;Closed;2012-03-05T07:36:37+01:00;Completed
1-688515611;In Progress;2012-02-27T11:08:27+01:00;Accepted
1-688515611;Assigned;2012-03-07T08:48:46+01:00;Accepted
1-688515611;Assigned;2012-05-17T09:31:38+01:00;Accepted
1-688515611;In Progress;2012-05-17T09:31:41+01:00;Accepted
1-688515611;Closed;2012-05-17T09:31:52+01:00;Completed
1-688564654;In Progress;2012-02-27T12:55:39+01:00;Accepted
1-688564654;Closed;2012-02-27T13:05:54+01:00;Completed
1-688564824;In Progress;2012-02-27T13:04:10+01:00;Accepted
1-688564824;In Progress;2012-02-27T13:06:32+01:00;Accepted
1-688564824;Awaiting Assignment;2012-02-28T15:36:18+01:00;Queued
1-688564824;In Progress;2012-02-29T08:45:33+01:00;Accepted
1-688564824;Assigned;2012-02-29T10:24:30+01:00;Accepted
1-688564824;In Progress;2012-03-22T15:05:34+01:00;Accepted
1-688564824;Closed;2012-03-30T13:38:43+01:00;Completed
1-688725917;In Progress;2012-02-27T19:50:43+01:00;Accepted
1-688725917;Awaiting Assignment;2012-02-27T20:01:11+01:00;Queued
1-688725917;In Progress;2012-03-05T15:15:46+01:00;Accepted
1-688725917;In Progress;2012-03-05T15:17:57+01:00;Accepted
1-688725917;Awaiting Assignment;2012-03-05T15:19:35+01:00;Queued
1-688725917;In Progress;2012-03-05T16:46:59+01:00;Accepted
1-688725917;Closed;2012-04-03T23:53:58+01:00;Completed
1-689160381;In Progress;2012-02-28T09:27:52+01:00;Accepted
1-689160381;Wait;2012-03-28T13:02:39+01:00;Accepted
1-689160381;Closed;2012-05-16T10:16:51+01:00;Completed
1-689176751;In Progress;2012-02-28T08:25:28+01:00;Accepted
1-689176751;Closed;2012-03-05T09:50:25+01:00;Completed
1-689176751;In Progress;2012-03-19T15:34:27+01:00;Accepted
1-689176751;Closed;2012-03-19T15:35:47+01:00;Completed
1-689252781;In Progress;2012-02-28T09:57:37+01:00;Accepted
1-689252781;Wait;2012-02-28T13:39:08+01:00;Accepted
1-689252781;Closed;2012-03-30T11:00:46+01:00;Completed
1-689341321;In Progress;2012-02-28T11:33:31+01:00;Accepted
1-689341321;Closed;2012-05-29T13:53:55+01:00;Completed
1-689469104;In Progress;2012-02-28T16:07:32+01:00;Accepted
1-689469104;Awaiting Assignment;2012-02-28T16:15:59+01:00;Queued
1-689469104;In Progress;2012-02-29T08:00:42+01:00;Accepted
1-689469104;Awaiting Assignment;2012-02-29T09:05:53+01:00;Queued
1-689469104;In Progress;2012-02-29T09:06:12+01:00;Accepted
1-689469104;Awaiting Assignment;2012-02-29T09:11:21+01:00;Queued
1-689469104;In Progress;2012-03-01T08:28:58+01:00;Accepted
1-689469104;Awaiting Assignment;2012-03-01T08:32:26+01:00;Queued
1-689469104;In Progress;2012-03-01T09:27:48+01:00;Accepted
1-689469104;Closed;2012-03-21T18:17:10+01:00;Completed
1-689525975;In Progress;2012-02-28T16:30:43+01:00;Accepted
1-689525975;Wait;2012-02-28T18:05:04+01:00;Accepted
1-689525975;Closed;2012-03-30T09:00:24+01:00;Completed
1-690184941;In Progress;2012-02-29T08:15:32+01:00;Accepted
1-690184941;Wait;2012-02-29T10:18:00+01:00;Accepted
1-690184941;Closed;2012-03-05T16:27:15+01:00;Completed
1-690190570;In Progress;2012-02-29T13:11:36+01:00;Accepted
1-690190570;Wait;2012-03-14T16:20:08+01:00;Accepted
1-690190570;Closed;2012-04-30T15:26:59+01:00;Completed
1-690249637;In Progress;2012-02-29T09:55:26+01:00;Accepted
1-690249637;Closed;2012-04-19T10:16:08+01:00;Completed
1-690327801;In Progress;2012-02-29T12:16:36+01:00;Accepted
1-690327801;Closed;2012-03-01T14:17:13+01:00;Completed
1-690327837;In Progress;2012-02-29T12:23:42+01:00;Accepted
1-690327837;Closed;2012-03-02T13:30:31+01:00;Completed
1-690327837;In Progress;2012-03-02T13:30:34+01:00;Accepted
1-690327837;Closed;2012-03-02T13:30:40+01:00;Completed
1-690352118;In Progress;2012-02-29T13:38:34+01:00;Accepted
1-690352118;Closed;2012-04-02T09:51:23+01:00;Completed
1-690419865;In Progress;2012-02-29T15:00:11+01:00;Accepted
1-690419865;Wait;2012-03-12T15:43:18+01:00;Accepted
1-690419865;Closed;2012-03-27T12:33:54+01:00;Completed
1-690447511;Awaiting Assignment;2012-02-29T15:47:32+01:00;Queued
1-690447511;In Progress;2012-03-01T09:12:22+01:00;Accepted
1-690447511;Wait;2012-03-07T10:23:55+01:00;Accepted
1-690447511;Closed;2012-04-20T13:16:56+01:00;Completed
1-690458151;In Progress;2012-02-29T16:26:17+01:00;Accepted
1-690458151;Closed;2012-05-29T13:52:12+01:00;Completed
1-690762471;Awaiting Assignment;2012-03-01T09:01:23+01:00;Queued
1-690762471;In Progress;2012-03-01T09:01:24+01:00;Accepted
1-690762471;Awaiting Assignment;2012-03-01T09:03:24+01:00;Queued
1-690762471;In Progress;2012-03-01T11:27:02+01:00;Accepted
1-690762471;Closed;2012-03-01T11:31:24+01:00;Completed
1-690896014;In Progress;2012-03-01T11:53:49+01:00;Accepted
1-690896014;Closed;2012-03-01T12:16:29+01:00;Completed
1-690926911;In Progress;2012-03-01T13:44:24+01:00;Accepted
1-690926911;Closed;2012-04-19T19:12:12+01:00;Completed
1-690931471;In Progress;2012-03-01T14:10:13+01:00;Accepted
1-690931471;Awaiting Assignment;2012-03-02T12:10:31+01:00;Queued
1-690931471;In Progress;2012-03-02T13:50:24+01:00;Accepted
1-690931471;Closed;2012-03-05T14:26:08+01:00;Completed
1-691031201;In Progress;2012-03-01T16:18:31+01:00;Accepted
1-691031201;Closed;2012-03-01T16:18:58+01:00;Completed
1-691093464;In Progress;2012-03-01T19:13:08+01:00;Accepted
1-691093464;Closed;2012-03-01T19:32:06+01:00;Completed
1-691093464;In Progress;2012-03-09T16:05:39+01:00;Accepted
1-691093464;Awaiting Assignment;2012-03-09T16:14:47+01:00;Queued
1-691093464;In Progress;2012-03-28T13:35:24+01:00;Accepted
1-691093464;Awaiting Assignment;2012-03-28T13:37:10+01:00;Queued
1-691093464;In Progress;2012-04-02T09:34:52+01:00;Accepted
1-691093464;Closed;2012-04-02T09:38:28+01:00;Completed
1-691146566;In Progress;2012-03-01T23:45:27+01:00;Accepted
1-691146566;Closed;2012-04-26T15:59:04+01:00;Completed
1-691176158;In Progress;2012-03-02T02:59:57+01:00;Accepted
1-691176158;Closed;2012-03-02T03:03:25+01:00;Completed
1-691221687;In Progress;2012-03-02T00:17:13+01:00;Accepted
1-691221687;In Progress;2012-03-12T08:24:31+01:00;Accepted
1-691221687;In Progress;2012-03-28T13:42:53+01:00;Accepted
1-691221687;Awaiting Assignment;2012-03-28T13:49:40+01:00;Queued
1-691221687;In Progress;2012-03-28T13:52:43+01:00;Accepted
1-691221687;Awaiting Assignment;2012-03-29T12:41:49+01:00;Queued
1-691221687;In Progress;2012-03-29T12:49:40+01:00;Accepted
1-691221687;Awaiting Assignment;2012-03-29T12:50:02+01:00;Queued
1-691221687;In Progress;2012-03-29T12:50:21+01:00;Accepted
1-691221687;Closed;2012-04-11T12:03:04+01:00;Completed
1-691767241;In Progress;2012-03-02T08:15:10+01:00;Accepted
1-691767241;Assigned;2012-03-02T08:21:09+01:00;Accepted
1-691767241;Closed;2012-05-09T16:57:11+01:00;Completed
1-691786096;In Progress;2012-03-02T08:32:14+01:00;Accepted
1-691786096;Awaiting Assignment;2012-03-02T08:32:44+01:00;Queued
1-691786096;In Progress;2012-03-13T11:36:24+01:00;Accepted
1-691786096;Assigned;2012-03-13T11:38:55+01:00;Accepted
1-691786096;Assigned;2012-03-13T13:53:26+01:00;Accepted
1-691786096;Closed;2012-03-29T14:18:58+01:00;Completed
1-691786330;In Progress;2012-03-02T08:49:22+01:00;Accepted
1-691786330;Awaiting Assignment;2012-03-02T08:49:43+01:00;Queued
1-691786330;In Progress;2012-03-29T08:20:23+01:00;Accepted
1-691786330;Assigned;2012-03-29T08:21:22+01:00;Accepted
1-691786330;Closed;2012-03-30T10:02:03+01:00;Completed
1-691832225;In Progress;2012-03-02T09:41:45+01:00;Accepted
1-691832225;Closed;2012-03-28T10:20:47+01:00;Completed
1-692042197;In Progress;2012-03-02T16:50:47+01:00;Accepted
1-692042197;In Progress;2012-03-15T13:20:04+01:00;Accepted
1-692042197;Closed;2012-03-15T13:20:11+01:00;Completed
1-692055495;In Progress;2012-03-02T18:15:04+01:00;Accepted
1-692055495;Awaiting Assignment;2012-03-02T18:20:46+01:00;Queued
1-692055495;In Progress;2012-04-17T17:35:41+01:00;Accepted
1-692055495;Closed;2012-04-19T10:31:58+01:00;Completed
1-692193396;In Progress;2012-03-03T14:20:54+01:00;Accepted
1-692193396;Awaiting Assignment;2012-03-03T14:35:06+01:00;Queued
1-692193396;In Progress;2012-03-05T10:27:35+01:00;Accepted
1-692193396;Assigned;2012-03-05T10:27:48+01:00;Accepted
1-692193396;In Progress;2012-05-09T15:44:08+01:00;Accepted
1-692193396;Closed;2012-05-09T15:44:09+01:00;Completed
1-692715494;In Progress;2012-03-05T06:23:01+01:00;Accepted
1-692715494;Closed;2012-05-28T10:57:12+01:00;Completed
1-692813576;In Progress;2012-03-05T10:11:17+01:00;Accepted
1-692813576;Wait;2012-03-14T10:36:57+01:00;Accepted
1-692813576;Closed;2012-05-08T07:28:25+01:00;Completed
1-692959195;In Progress;2012-03-05T10:51:06+01:00;Accepted
1-692959195;Wait;2012-03-05T10:53:28+01:00;Accepted
1-692959195;Closed;2012-03-28T10:11:31+01:00;Completed
1-693343054;In Progress;2012-03-05T16:45:27+01:00;Accepted
1-693343054;Closed;2012-03-26T17:35:33+01:00;Completed
1-693357728;In Progress;2012-03-05T16:28:53+01:00;Accepted
1-693357728;Closed;2012-03-29T14:12:42+01:00;Completed
1-693456968;In Progress;2012-03-05T23:30:17+01:00;Accepted
1-693456968;Awaiting Assignment;2012-03-05T23:35:32+01:00;Queued
1-693456968;Awaiting Assignment;2012-04-16T12:33:54+01:00;Queued
1-693456968;In Progress;2012-05-10T03:11:34+01:00;Accepted
1-693456968;Closed;2012-05-10T03:16:00+01:00;Completed
1-693469757;In Progress;2012-03-05T23:07:18+01:00;Accepted
1-693469757;Closed;2012-05-24T14:53:30+01:00;Completed
1-693469771;In Progress;2012-03-05T23:09:15+01:00;Accepted
1-693469771;Closed;2012-05-24T14:52:49+01:00;Completed
1-693592211;In Progress;2012-03-06T09:02:42+01:00;Accepted
1-693592211;Closed;2012-03-14T10:49:41+01:00;Completed
1-693595112;In Progress;2012-03-06T09:45:39+01:00;Accepted
1-693595112;Closed;2012-03-06T09:53:11+01:00;Completed
1-693595201;In Progress;2012-03-06T09:53:52+01:00;Accepted
1-693595201;Awaiting Assignment;2012-03-06T09:57:27+01:00;Queued
1-693595201;In Progress;2012-03-12T14:23:08+01:00;Accepted
1-693595201;Awaiting Assignment;2012-03-12T14:29:46+01:00;Queued
1-693595201;In Progress;2012-03-12T14:37:49+01:00;Accepted
1-693595201;Closed;2012-05-30T10:24:52+01:00;Completed
1-693732401;In Progress;2012-03-06T12:56:11+01:00;Accepted
1-693732401;Awaiting Assignment;2012-03-06T12:57:49+01:00;Queued
1-693732401;In Progress;2012-03-09T20:28:15+01:00;Accepted
1-693732401;Assigned;2012-03-09T20:28:29+01:00;Accepted
1-693732401;In Progress;2012-03-12T10:46:20+01:00;Accepted
1-693732401;Wait;2012-03-12T10:46:28+01:00;Accepted
1-693732401;Closed;2012-05-08T09:18:42+01:00;Completed
1-693741781;In Progress;2012-03-06T11:13:34+01:00;Accepted
1-693741781;In Progress;2012-03-26T09:08:19+01:00;Accepted
1-693741781;Closed;2012-03-26T09:09:33+01:00;Completed
1-693748777;In Progress;2012-03-06T11:16:37+01:00;Accepted
1-693748777;Closed;2012-03-06T12:51:23+01:00;Completed
1-693789171;Wait;2012-03-06T12:31:47+01:00;Accepted
1-693789171;In Progress;2012-03-14T16:33:38+01:00;Accepted
1-693789171;Closed;2012-03-14T16:35:05+01:00;Completed
1-693789171;In Progress;2012-03-14T16:35:34+01:00;Accepted
1-693789171;Closed;2012-03-14T16:36:22+01:00;Completed
1-693812929;In Progress;2012-03-06T15:10:02+01:00;Accepted
1-693812929;In Progress;2012-03-06T15:10:26+01:00;Accepted
1-693812929;Closed;2012-03-19T13:20:43+01:00;Completed
1-693895885;In Progress;2012-03-06T14:08:23+01:00;Accepted
1-693895885;Assigned;2012-03-07T09:06:13+01:00;Accepted
1-693895885;In Progress;2012-04-17T20:30:19+01:00;Accepted
1-693895885;Closed;2012-04-17T20:30:21+01:00;Completed
1-693937519;In Progress;2012-03-06T15:44:57+01:00;Accepted
1-693937519;Closed;2012-04-11T12:37:27+01:00;Completed
1-694212171;In Progress;2012-03-07T08:05:20+01:00;Accepted
1-694212171;Closed;2012-04-12T08:17:37+01:00;Completed
1-694222066;In Progress;2012-03-07T08:35:03+01:00;Accepted
1-694222066;Awaiting Assignment;2012-03-07T08:43:10+01:00;Queued
1-694222066;In Progress;2012-04-27T10:11:17+01:00;Accepted
1-694222066;Awaiting Assignment;2012-04-27T10:11:56+01:00;Queued
1-694222066;Assigned;2012-05-10T13:22:56+01:00;Accepted
1-694222066;Assigned;2012-05-10T13:47:34+01:00;Accepted
1-694222066;In Progress;2012-05-10T15:10:34+01:00;Accepted
1-694222066;Closed;2012-05-10T15:11:04+01:00;Completed
1-694338411;Awaiting Assignment;2012-03-07T11:52:55+01:00;Queued
1-694338411;In Progress;2012-03-08T12:57:27+01:00;Accepted
1-694338411;Closed;2012-04-25T08:35:42+01:00;Completed
1-694346343;In Progress;2012-03-07T11:37:45+01:00;Accepted
1-694346343;In Progress;2012-04-11T13:37:57+01:00;Accepted
1-694346343;Closed;2012-04-11T13:39:40+01:00;Completed
1-694354058;In Progress;2012-03-07T11:43:04+01:00;Accepted
1-694354058;Awaiting Assignment;2012-03-07T11:56:18+01:00;Queued
1-694354058;Awaiting Assignment;2012-03-09T11:11:37+01:00;Queued
1-694354058;In Progress;2012-03-20T10:16:42+01:00;Accepted
1-694354058;Closed;2012-03-20T11:16:46+01:00;Completed
1-694385837;In Progress;2012-03-07T14:15:19+01:00;Accepted
1-694385837;Closed;2012-03-09T08:57:30+01:00;Completed
1-694385837;In Progress;2012-03-26T12:48:52+01:00;Accepted
1-694385837;Closed;2012-03-26T12:49:58+01:00;Completed
1-694385837;In Progress;2012-03-28T12:46:45+01:00;Accepted
1-694385837;In Progress;2012-03-28T12:48:55+01:00;Accepted
1-694385837;Closed;2012-03-28T12:48:56+01:00;Completed
1-694385837;In Progress;2012-03-28T13:00:52+01:00;Accepted
1-694385837;Closed;2012-03-28T16:42:57+01:00;Completed
1-694420679;In Progress;2012-03-07T14:24:22+01:00;Accepted
1-694420679;Closed;2012-04-11T13:36:11+01:00;Completed
1-694464235;In Progress;2012-03-07T14:26:08+01:00;Accepted
1-694464235;Closed;2012-04-25T08:42:09+01:00;Completed
1-694509209;In Progress;2012-03-07T16:06:16+01:00;Accepted
1-694509209;Closed;2012-03-15T12:51:54+01:00;Completed
1-694597155;In Progress;2012-03-07T22:03:37+01:00;Accepted
1-694597155;In Progress;2012-03-09T17:24:35+01:00;Accepted
1-694597155;Wait;2012-03-28T15:20:21+01:00;Accepted
1-694597155;In Progress;2012-05-03T08:33:48+01:00;Accepted
1-694597155;Closed;2012-05-03T08:33:57+01:00;Completed
1-694794065;In Progress;2012-03-08T10:24:42+01:00;Accepted
1-694794065;Assigned;2012-03-08T10:26:18+01:00;Accepted
1-694794065;In Progress;2012-03-08T12:37:47+01:00;Accepted
1-694794065;Closed;2012-03-22T14:27:32+01:00;Completed
1-694808152;In Progress;2012-03-08T10:58:51+01:00;Accepted
1-694808152;Closed;2012-03-22T15:54:52+01:00;Completed
1-694828073;In Progress;2012-03-08T11:24:21+01:00;Accepted
1-694828073;Awaiting Assignment;2012-03-08T11:27:40+01:00;Queued
1-694828073;In Progress;2012-03-16T09:43:42+01:00;Accepted
1-694828073;Assigned;2012-03-16T09:44:21+01:00;Accepted
1-694828073;Assigned;2012-03-20T08:39:14+01:00;Accepted
1-694828073;Wait;2012-03-22T11:22:21+01:00;Accepted
1-694828073;Assigned;2012-03-28T11:57:44+01:00;Accepted
1-694828073;Awaiting Assignment;2012-03-28T12:00:12+01:00;Queued
1-694828073;In Progress;2012-03-28T12:00:15+01:00;Accepted
1-694828073;Assigned;2012-03-28T12:01:03+01:00;Accepted
1-694828073;In Progress;2012-03-28T12:01:07+01:00;Accepted
1-694828073;Assigned;2012-03-28T12:03:51+01:00;Accepted
1-694828073;Awaiting Assignment;2012-05-09T13:22:38+01:00;Queued
1-694828073;In Progress;2012-05-09T17:42:40+01:00;Accepted
1-694828073;In Progress;2012-05-10T15:43:41+01:00;Accepted
1-694828073;Closed;2012-05-10T15:44:13+01:00;Completed
1-694899814;Awaiting Assignment;2012-03-08T16:17:46+01:00;Queued
1-694899814;In Progress;2012-05-03T08:16:50+01:00;Accepted
1-694899814;Closed;2012-05-03T08:20:09+01:00;Completed
1-694923791;In Progress;2012-03-08T14:58:15+01:00;Accepted
1-694923791;Closed;2012-04-03T11:05:55+01:00;Completed
1-695030407;Wait;2012-03-09T01:36:15+01:00;Accepted
1-695030407;Closed;2012-03-22T10:26:29+01:00;Completed
1-695241661;In Progress;2012-03-09T08:30:37+01:00;Accepted
1-695241661;Closed;2012-04-03T09:22:25+01:00;Completed
1-695258011;In Progress;2012-03-09T09:34:54+01:00;Accepted
1-695258011;Wait;2012-03-12T13:24:43+01:00;Accepted
1-695258011;Wait;2012-03-12T14:09:24+01:00;Accepted
1-695258011;In Progress;2012-04-06T09:02:00+01:00;Accepted
1-695258011;Closed;2012-05-23T13:02:57+01:00;Completed
1-695309312;In Progress;2012-03-09T11:06:55+01:00;Accepted
1-695309312;Closed;2012-05-23T14:46:18+01:00;Completed
1-695316021;In Progress;2012-03-09T13:06:22+01:00;Accepted
1-695316021;Wait;2012-03-09T13:36:55+01:00;Accepted
1-695316021;Closed;2012-04-04T15:16:26+01:00;Completed
1-695425289;In Progress;2012-03-09T13:22:13+01:00;Accepted
1-695425289;Wait;2012-03-09T13:22:30+01:00;Accepted
1-695425289;Assigned;2012-03-12T11:37:16+01:00;Accepted
1-695425289;In Progress;2012-03-12T11:38:06+01:00;Accepted
1-695425289;Closed;2012-03-14T09:43:52+01:00;Completed
1-695486321;In Progress;2012-03-09T15:17:58+01:00;Accepted
1-695486321;Awaiting Assignment;2012-03-09T17:27:40+01:00;Queued
1-695486321;In Progress;2012-03-09T17:30:07+01:00;Accepted
1-695486321;Awaiting Assignment;2012-03-09T17:56:35+01:00;Queued
1-695486321;In Progress;2012-03-12T09:41:23+01:00;Accepted
1-695486321;Closed;2012-05-08T13:05:31+01:00;Completed
1-695616474;In Progress;2012-03-09T18:44:11+01:00;Accepted
1-695616474;Closed;2012-04-11T09:59:01+01:00;Completed
1-695748265;In Progress;2012-03-11T13:12:42+01:00;Accepted
1-695748265;Wait;2012-03-19T04:56:02+01:00;Accepted
1-695748265;Closed;2012-03-21T04:54:23+01:00;Completed
1-695801720;In Progress;2012-03-12T00:15:03+01:00;Accepted
1-695801720;Closed;2012-03-12T00:16:23+01:00;Completed
1-695946177;In Progress;2012-03-12T09:09:09+01:00;Accepted
1-695946177;Closed;2012-03-13T19:23:55+01:00;Completed
1-696057890;In Progress;2012-03-12T12:47:22+01:00;Accepted
1-696057890;Closed;2012-04-25T13:06:39+01:00;Completed
1-696097603;In Progress;2012-03-12T15:23:15+01:00;Accepted
1-696097603;Awaiting Assignment;2012-03-12T15:38:33+01:00;Queued
1-696097603;In Progress;2012-03-26T08:04:36+01:00;Accepted
1-696097603;Assigned;2012-03-26T08:04:48+01:00;Accepted
1-696097603;Awaiting Assignment;2012-03-28T12:58:35+01:00;Queued
1-696097603;In Progress;2012-03-28T12:59:16+01:00;Accepted
1-696097603;Assigned;2012-03-28T12:59:26+01:00;Accepted
1-696097603;In Progress;2012-03-28T13:00:05+01:00;Accepted
1-696097603;Awaiting Assignment;2012-03-28T13:00:23+01:00;Queued
1-696097603;Assigned;2012-03-28T13:00:51+01:00;Accepted
1-696097603;Wait;2012-03-30T09:54:57+01:00;Accepted
1-696097603;Closed;2012-04-26T07:28:41+01:00;Completed
1-696205828;In Progress;2012-03-12T13:59:51+01:00;Accepted
1-696205828;Closed;2012-03-12T14:01:20+01:00;Completed
1-696616111;In Progress;2012-03-13T09:23:05+01:00;Accepted
1-696616111;Closed;2012-03-13T09:28:27+01:00;Completed
1-696680265;In Progress;2012-03-13T11:04:03+01:00;Accepted
1-696680265;Awaiting Assignment;2012-03-13T11:05:43+01:00;Queued
1-696680265;In Progress;2012-03-17T10:24:47+01:00;Accepted
1-696680265;Awaiting Assignment;2012-03-17T10:34:44+01:00;Queued
1-696680265;In Progress;2012-03-17T10:34:45+01:00;Accepted
1-696680265;In Progress;2012-03-19T04:43:04+01:00;Accepted
1-696680265;Wait;2012-03-19T04:44:40+01:00;Accepted
1-696680265;Closed;2012-04-12T13:43:49+01:00;Completed
1-696695427;In Progress;2012-03-13T14:15:36+01:00;Accepted
1-696695427;Closed;2012-04-04T10:27:58+01:00;Completed
1-696714411;Awaiting Assignment;2012-03-13T12:43:31+01:00;Queued
1-696714411;Awaiting Assignment;2012-03-13T12:48:03+01:00;Queued
1-696714411;In Progress;2012-03-16T09:29:29+01:00;Accepted
1-696714411;Closed;2012-04-27T06:25:40+01:00;Completed
1-696835891;Awaiting Assignment;2012-03-13T13:48:44+01:00;Queued
1-696835891;In Progress;2012-03-14T13:04:30+01:00;Accepted
1-696835891;Awaiting Assignment;2012-03-14T13:07:01+01:00;Queued
1-696835891;In Progress;2012-03-14T14:13:40+01:00;Accepted
1-696835891;Closed;2012-03-14T14:35:14+01:00;Completed
1-696839978;In Progress;2012-03-13T16:35:26+01:00;Accepted
1-696839978;Wait;2012-03-13T16:37:53+01:00;Accepted
1-696839978;Closed;2012-04-10T03:48:53+01:00;Completed
1-696881965;In Progress;2012-03-13T14:36:42+01:00;Accepted
1-696881965;Closed;2012-03-30T12:42:37+01:00;Completed
1-696990621;In Progress;2012-03-13T17:04:13+01:00;Accepted
1-696990621;Closed;2012-03-13T17:42:38+01:00;Completed
1-697041731;In Progress;2012-03-13T19:07:43+01:00;Accepted
1-697041731;Wait;2012-03-13T21:32:35+01:00;Accepted
1-697041731;Closed;2012-03-13T21:33:09+01:00;Completed
1-697041731;In Progress;2012-03-28T12:23:16+01:00;Accepted
1-697041731;Closed;2012-03-28T12:40:14+01:00;Completed
1-697249225;In Progress;2012-03-14T08:56:34+01:00;Accepted
1-697249225;Closed;2012-03-14T09:04:50+01:00;Completed
1-697260307;In Progress;2012-03-14T14:59:11+01:00;Accepted
1-697260307;In Progress;2012-04-03T14:42:42+01:00;Accepted
1-697260307;Closed;2012-05-03T10:32:22+01:00;Completed
1-697366925;In Progress;2012-03-14T11:56:15+01:00;Accepted
1-697366925;Closed;2012-04-23T14:52:14+01:00;Completed
1-697379551;In Progress;2012-03-14T12:46:07+01:00;Accepted
1-697379551;Closed;2012-03-16T10:40:39+01:00;Completed
1-697458590;In Progress;2012-03-14T15:00:26+01:00;Accepted
1-697458590;Awaiting Assignment;2012-03-14T15:20:07+01:00;Queued
1-697458590;In Progress;2012-03-14T15:36:41+01:00;Accepted
1-697458590;Assigned;2012-03-14T15:52:11+01:00;Accepted
1-697458590;Awaiting Assignment;2012-03-15T12:43:32+01:00;Queued
1-697458590;Assigned;2012-03-15T15:41:16+01:00;Accepted
1-697458590;In Progress;2012-03-16T12:22:28+01:00;Accepted
1-697458590;In Progress;2012-03-16T12:46:28+01:00;Accepted
1-697458590;Assigned;2012-03-16T12:48:25+01:00;Accepted
1-697458590;Wait;2012-03-16T12:49:45+01:00;Accepted
1-697458590;Closed;2012-05-07T13:28:53+01:00;Completed
1-697459701;In Progress;2012-03-14T13:34:17+01:00;Accepted
1-697459701;In Progress;2012-03-14T13:35:08+01:00;Accepted
